,clase,veil-color,ring-type,population,habitat
3300,e,w,p,y,d
3301,e,w,p,y,d
3302,e,w,p,v,d
3303,p,w,l,v,g
3304,e,w,p,v,d
3305,p,w,p,s,d
3306,e,w,p,y,d
3307,e,w,p,y,d
3308,e,w,p,y,d
3309,e,w,p,v,d
3310,e,w,p,y,d
3311,e,w,p,v,d
3312,p,w,l,y,d
3313,e,w,p,y,d
3314,e,w,p,v,d
3315,e,w,p,y,d
3316,e,w,p,v,d
3317,e,w,p,y,d
3318,e,w,p,y,d
3319,e,w,p,v,d
3320,e,w,p,v,d
3321,p,w,p,s,d
3322,p,w,l,v,d
3323,e,w,p,v,d
3324,e,w,p,v,d
3325,p,w,p,s,d
3326,p,w,p,v,d
3327,p,w,l,y,p
3328,e,w,p,v,d
3329,e,w,p,v,d
3330,p,w,p,s,d
3331,e,w,p,y,d
3332,e,w,p,y,d
3333,p,w,l,v,g
3334,e,w,p,v,d
3335,e,w,p,y,d
3336,p,w,p,v,d
3337,e,w,p,y,d
3338,p,w,l,v,d
3339,e,w,p,y,d
3340,p,w,l,y,p
3341,e,w,p,v,d
3342,e,w,p,y,d
3343,e,w,p,v,d
3344,e,w,p,v,d
3345,p,w,p,v,d
3346,e,w,p,y,d
3347,e,w,p,v,d
3348,p,w,l,y,p
3349,e,w,p,v,d
3350,p,w,p,s,d
3351,p,w,l,v,g
3352,e,w,p,v,d
3353,e,w,p,v,d
3354,e,w,p,v,d
3355,e,w,p,y,d
3356,p,w,p,v,d
3357,p,w,l,v,g
3358,p,w,p,v,d
3359,e,w,p,v,d
3360,e,w,p,v,d
3361,p,w,l,y,d
3362,p,w,l,y,g
3363,e,w,p,y,d
3364,p,w,p,s,d
3365,p,w,p,s,d
3366,e,w,p,v,d
3367,e,w,p,y,d
3368,e,w,p,y,d
3369,e,w,p,v,d
3370,p,w,p,v,d
3371,p,w,l,y,d
3372,e,w,p,v,d
3373,e,w,p,v,d
3374,e,w,p,v,d
3375,e,w,p,y,d
3376,e,w,p,y,d
3377,e,w,p,v,d
3378,p,w,l,v,p
3379,e,w,p,y,d
3380,p,w,p,s,d
3381,e,w,p,y,d
3382,e,w,p,y,d
3383,e,w,p,v,d
3384,e,w,p,v,d
3385,e,w,p,v,d
3386,e,w,p,v,d
3387,p,w,p,v,d
3388,p,w,l,y,d
3389,p,w,p,v,d
3390,e,w,p,y,d
3391,e,w,p,v,d
3392,p,w,p,s,d
3393,e,w,p,y,d
3394,p,w,p,v,d
3395,e,w,p,y,d
3396,p,w,p,s,d
3397,e,w,p,v,d
3398,p,w,l,y,g
3399,p,w,p,s,d
3400,e,w,p,y,d
3401,p,w,l,y,g
3402,p,w,p,v,d
3403,e,w,p,y,d
3404,p,w,p,s,d
3405,e,w,p,v,d
3406,e,w,p,y,d
3407,e,w,p,y,d
3408,e,w,p,v,d
3409,e,w,p,y,d
3410,p,w,p,s,d
3411,e,w,p,v,d
3412,e,w,p,v,d
3413,e,w,p,y,d
3414,e,w,p,y,d
3415,e,w,p,v,d
3416,p,w,l,y,g
3417,p,w,p,s,d
3418,e,w,p,y,d
3419,e,w,p,y,d
3420,p,w,p,v,d
3421,e,w,p,y,d
3422,e,w,p,y,d
3423,e,w,p,v,d
3424,p,w,l,v,p
3425,p,w,p,v,d
3426,e,w,p,y,d
3427,e,w,p,y,d
3428,e,w,p,y,d
3429,e,w,p,v,d
3430,e,w,p,v,d
3431,p,w,l,v,p
3432,e,w,p,y,d
3433,e,w,p,v,d
3434,p,w,p,v,d
3435,e,w,p,v,d
3436,p,w,l,y,p
3437,e,w,p,y,d
3438,p,w,l,v,p
3439,e,w,p,v,d
3440,p,w,p,s,d
3441,e,w,p,v,d
3442,p,w,p,v,d
3443,p,w,p,s,d
3444,e,w,p,v,d
3445,p,w,p,v,d
3446,p,w,l,y,d
3447,e,w,p,v,d
3448,e,w,p,y,d
3449,e,w,p,y,d
3450,p,w,l,y,g
3451,p,w,p,v,d
3452,p,w,l,v,p
3453,p,w,p,s,d
3454,e,w,p,y,d
3455,e,w,p,y,d
3456,p,w,p,s,d
3457,e,w,p,y,d
3458,e,w,p,v,d
3459,e,w,p,y,d
3460,e,w,p,y,d
3461,e,w,p,y,d
3462,p,w,p,s,d
3463,e,w,p,y,d
3464,p,w,l,y,d
3465,e,w,p,v,d
3466,e,w,p,v,d
3467,p,w,p,v,d
3468,p,w,p,v,d
3469,e,w,p,y,d
3470,e,w,p,v,d
3471,e,w,p,y,d
3472,p,w,l,v,p
3473,e,w,p,v,d
3474,e,w,p,y,d
3475,e,w,p,y,d
3476,p,w,p,s,d
3477,e,w,p,v,d
3478,p,w,l,v,p
3479,e,w,p,v,d
3480,e,w,p,v,d
3481,e,w,p,y,d
3482,p,w,p,v,d
3483,p,w,p,s,d
3484,e,w,p,v,d
3485,e,w,p,v,d
3486,e,w,p,y,d
3487,p,w,l,v,g
3488,e,w,p,y,d
3489,p,w,l,y,p
3490,e,w,p,y,d
3491,p,w,l,v,g
3492,e,w,p,v,d
3493,e,w,p,y,d
3494,e,w,p,v,d
3495,p,w,l,y,d
3496,e,w,p,y,d
3497,e,w,p,v,d
3498,e,w,p,v,d
3499,p,w,p,s,d
3500,e,w,p,y,d
3501,e,w,p,y,d
3502,e,w,p,y,d
3503,e,w,p,v,d
3504,e,w,p,v,d
3505,p,w,l,v,g
3506,e,w,p,v,d
3507,p,w,l,y,d
3508,e,w,p,v,d
3509,e,w,p,y,d
3510,p,w,l,v,d
3511,e,w,p,y,d
3512,p,w,l,v,d
3513,e,w,p,y,d
3514,p,w,p,v,d
3515,e,w,p,v,d
3516,e,w,p,y,d
3517,e,w,p,v,d
3518,e,w,p,v,d
3519,e,w,p,v,d
3520,p,w,p,s,d
3521,p,w,l,v,d
3522,e,w,p,v,d
3523,e,w,p,y,d
3524,p,w,p,v,d
3525,e,w,p,y,d
3526,e,w,p,v,d
3527,e,w,p,y,d
3528,e,w,p,y,d
3529,e,w,p,y,d
3530,p,w,p,v,d
3531,e,w,p,y,d
3532,p,w,l,v,d
3533,e,w,p,v,d
3534,e,w,p,v,d
3535,p,w,p,s,d
3536,e,w,p,y,d
3537,e,w,p,v,d
3538,p,w,l,y,d
3539,e,w,p,y,d
3540,e,w,p,v,d
3541,e,w,p,v,d
3542,p,w,p,s,d
3543,p,w,l,v,d
3544,e,w,p,v,d
3545,e,w,p,v,d
3546,p,w,p,v,d
3547,e,w,p,y,d
3548,e,w,p,y,d
3549,e,w,p,v,d
3550,e,w,p,v,d
3551,e,w,p,y,d
3552,e,w,p,y,d
3553,p,w,p,v,d
3554,e,w,p,v,d
3555,p,w,l,y,d
3556,p,w,p,v,d
3557,e,w,p,v,d
3558,p,w,l,v,d
3559,p,w,p,s,d
3560,e,w,p,y,d
3561,e,w,p,v,d
3562,e,w,p,v,d
3563,e,w,p,y,d
3564,p,w,l,v,g
3565,e,w,p,y,d
3566,p,w,l,v,p
3567,e,w,p,v,d
3568,e,w,p,y,d
3569,p,w,l,y,d
3570,e,w,p,v,d
3571,p,w,l,y,p
3572,e,w,p,v,d
3573,e,w,p,v,d
3574,e,w,p,v,d
3575,e,w,p,v,d
3576,e,w,p,y,d
3577,e,w,p,v,d
3578,e,w,p,v,d
3579,e,w,p,v,d
3580,p,w,l,v,g
3581,e,w,p,y,d
3582,p,w,p,v,d
3583,e,w,p,v,d
3584,e,w,p,v,d
3585,e,w,p,y,d
3586,e,w,p,y,d
3587,e,w,p,v,d
3588,e,w,p,v,d
3589,p,w,p,s,d
3590,e,w,p,y,d
3591,e,w,p,v,d
3592,e,w,p,y,d
3593,p,w,l,y,g
3594,e,w,p,v,d
3595,e,w,p,y,d
3596,p,w,l,y,g
3597,e,w,p,y,d
3598,p,w,l,v,g
3599,e,w,p,y,d
3600,e,w,p,y,d
3601,e,w,p,y,d
3602,e,w,p,v,d
3603,p,w,l,v,d
3604,p,w,p,v,d
3605,p,w,l,v,g
3606,p,w,l,v,p
3607,p,w,l,y,p
3608,e,w,p,v,d
3609,p,w,l,v,d
3610,e,w,p,v,d
3611,e,w,p,v,d
3612,e,w,p,y,d
3613,p,w,l,y,d
3614,e,w,p,y,d
3615,p,w,p,s,d
3616,e,w,p,y,d
3617,e,w,p,y,d
3618,e,w,p,v,d
3619,e,w,p,y,d
3620,p,w,l,y,g
3621,p,w,l,v,p
3622,e,w,p,v,d
3623,e,w,p,v,d
3624,p,w,l,v,d
3625,e,w,p,y,d
3626,p,w,p,s,d
3627,e,w,p,v,d
3628,e,w,p,y,d
3629,p,w,l,y,p
3630,e,w,p,y,d
3631,p,w,p,s,d
3632,p,w,l,v,g
3633,e,w,p,v,d
3634,p,w,l,v,d
3635,e,w,p,v,d
3636,e,w,p,y,d
3637,e,w,p,y,d
3638,e,w,p,y,d
3639,e,w,p,y,d
3640,e,w,p,y,d
3641,e,w,p,y,d
3642,e,w,p,y,d
3643,p,w,l,y,g
3644,e,w,p,y,d
3645,e,w,p,v,d
3646,p,w,l,y,g
3647,p,w,l,v,d
3648,p,w,l,y,p
3649,e,w,p,y,d
3650,e,w,p,v,d
3651,p,w,l,y,d
3652,p,w,l,v,p
3653,p,w,l,v,p
3654,e,w,p,v,d
3655,p,w,p,s,d
3656,e,w,p,v,d
3657,p,w,l,y,d
3658,e,w,p,v,d
3659,e,w,p,y,d
3660,p,w,l,y,p
3661,e,w,p,y,d
3662,p,w,p,v,d
3663,e,w,p,v,d
3664,e,w,p,v,d
3665,e,w,p,y,d
3666,p,w,l,v,d
3667,e,w,p,v,d
3668,e,w,p,y,d
3669,p,w,p,s,d
3670,e,w,p,v,d
3671,e,w,p,y,d
3672,e,w,p,y,d
3673,e,w,p,v,d
3674,p,w,l,v,p
3675,e,w,p,y,d
3676,e,w,p,v,d
3677,e,w,p,y,d
3678,p,w,p,s,d
3679,e,w,p,y,d
3680,e,w,p,v,d
3681,e,w,p,y,d
3682,p,w,p,s,d
3683,p,w,l,v,p
3684,e,w,p,v,d
3685,p,w,l,v,g
3686,p,w,p,s,d
3687,e,w,p,y,d
3688,e,w,p,v,d
3689,e,w,p,v,d
3690,e,w,p,v,d
3691,p,w,p,v,d
3692,e,w,p,v,d
3693,p,w,l,v,g
3694,e,w,p,y,d
3695,e,w,p,v,d
3696,p,w,p,v,d
3697,e,w,p,y,d
3698,p,w,p,v,d
3699,e,w,p,y,d
3700,p,w,l,y,g
3701,e,w,p,y,d
3702,p,w,p,s,d
3703,p,w,l,v,p
3704,e,w,p,y,d
3705,e,w,p,y,d
3706,p,w,p,s,d
3707,p,w,l,v,g
3708,e,w,p,y,d
3709,p,w,l,v,d
3710,e,w,p,v,d
3711,e,w,p,v,d
3712,p,w,l,y,d
3713,e,w,p,y,d
3714,e,w,p,v,d
3715,e,w,p,y,d
3716,e,w,p,v,d
3717,p,w,l,v,d
3718,e,w,p,v,d
3719,e,w,p,y,d
3720,e,w,p,v,d
3721,e,w,p,y,d
3722,e,w,p,v,d
3723,p,w,l,v,d
3724,p,w,p,v,d
3725,p,w,l,v,p
3726,e,w,p,v,d
3727,e,w,p,y,d
3728,e,w,p,y,d
3729,e,w,p,y,d
3730,e,w,p,v,d
3731,e,w,p,y,d
3732,e,w,p,v,d
3733,p,w,l,y,g
3734,e,w,p,y,d
3735,e,w,p,y,d
3736,p,w,l,v,d
3737,p,w,p,s,d
3738,p,w,p,v,d
3739,e,w,p,y,d
3740,p,w,l,v,p
3741,p,w,p,v,d
3742,e,w,p,v,d
3743,e,w,p,y,d
3744,e,w,p,v,d
3745,p,w,l,v,d
3746,e,w,p,v,d
3747,e,w,p,v,d
3748,e,w,p,v,d
3749,p,w,l,v,p
3750,p,w,p,v,d
3751,e,w,p,v,d
3752,p,w,p,s,d
3753,p,w,p,v,d
3754,p,w,l,y,g
3755,e,w,p,v,d
3756,e,w,p,v,d
3757,p,w,l,y,p
3758,e,w,p,y,d
3759,e,w,p,v,d
3760,e,w,p,v,d
3761,e,w,p,y,d
3762,e,w,p,v,d
3763,e,w,p,y,d
3764,e,w,p,v,d
3765,e,w,p,v,d
3766,e,w,p,y,d
3767,e,w,p,y,d
3768,e,w,p,y,d
3769,e,w,p,y,d
3770,e,w,p,y,d
3771,e,w,p,v,d
3772,e,w,p,y,d
3773,e,w,p,y,d
3774,p,w,l,y,p
3775,e,w,p,y,d
3776,e,w,p,y,d
3777,e,w,p,v,d
3778,e,w,p,y,d
3779,e,w,p,y,d
3780,p,w,l,v,d
3781,e,w,p,v,d
3782,p,w,l,v,d
3783,e,w,p,y,d
3784,e,w,p,v,d
3785,e,w,p,y,d
3786,p,w,l,v,p
3787,e,w,p,v,d
3788,e,w,p,y,d
3789,p,w,l,v,d
3790,e,w,p,v,d
3791,p,w,p,s,d
3792,e,w,p,y,d
3793,p,w,p,s,d
3794,e,w,p,v,d
3795,p,w,p,v,d
3796,e,w,p,y,d
3797,e,w,p,v,d
3798,e,w,p,y,d
3799,e,w,p,y,d
3800,p,w,p,s,d
3801,e,w,p,y,d
3802,e,w,p,v,d
3803,p,w,p,v,d
3804,e,w,p,y,d
3805,p,w,p,v,d
3806,e,w,p,y,d
3807,p,w,l,y,g
3808,e,w,p,y,d
3809,p,w,l,y,g
3810,e,w,p,v,d
3811,e,w,p,v,d
3812,e,w,p,v,d
3813,p,w,p,s,d
3814,p,w,l,y,p
3815,e,w,p,v,d
3816,e,w,p,v,d
3817,e,w,p,v,d
3818,e,w,p,y,d
3819,e,w,p,v,d
3820,e,w,p,y,d
3821,p,w,l,y,d
3822,e,w,p,y,d
3823,e,w,p,y,d
3824,e,w,p,y,d
3825,p,w,p,v,d
3826,e,w,p,y,d
3827,e,w,p,y,d
3828,p,w,l,y,g
3829,e,w,p,y,d
3830,p,w,p,v,d
3831,e,w,p,v,d
3832,p,w,p,s,d
3833,p,w,l,v,d
3834,p,w,l,y,d
3835,e,w,p,v,d
3836,e,w,p,v,d
3837,e,w,p,y,d
3838,e,w,p,y,d
3839,p,w,l,v,p
3840,e,w,p,y,d
3841,e,w,p,y,d
3842,p,w,l,v,g
3843,e,w,p,y,d
3844,p,w,p,s,d
3845,e,w,p,y,d
3846,e,w,p,y,d
3847,e,w,p,y,d
3848,e,w,p,y,d
3849,e,w,p,y,d
3850,e,w,p,y,d
3851,p,w,p,s,d
3852,e,w,p,v,d
3853,p,w,l,y,g
3854,e,w,p,v,d
3855,e,w,p,v,d
3856,e,w,p,v,d
3857,p,w,p,v,d
3858,p,w,p,v,d
3859,e,w,p,v,d
3860,e,w,p,v,d
3861,e,w,p,v,d
3862,e,w,p,y,d
3863,p,w,l,v,d
3864,p,w,p,v,d
3865,e,w,p,y,d
3866,e,w,p,v,d
3867,p,w,p,v,d
3868,p,w,p,s,d
3869,e,w,p,v,d
3870,p,w,l,v,d
3871,p,w,p,v,d
3872,p,w,l,v,d
3873,p,w,p,v,d
3874,e,w,p,v,d
3875,p,w,p,s,d
3876,e,w,p,v,d
3877,p,w,p,v,d
3878,p,w,p,s,d
3879,e,w,p,y,d
3880,p,w,p,s,d
3881,p,w,p,v,d
3882,e,w,p,y,d
3883,e,w,p,y,d
3884,p,w,p,s,d
3885,e,w,p,v,d
3886,p,w,p,s,d
3887,e,w,p,v,d
3888,p,w,l,v,d
3889,p,w,l,y,g
3890,e,w,p,v,d
3891,p,w,l,v,g
3892,e,w,p,v,d
3893,p,w,l,y,g
3894,p,w,l,y,p
3895,e,w,p,v,d
3896,e,w,p,v,d
3897,p,w,p,v,d
3898,e,w,p,y,d
3899,p,w,l,y,p
3900,p,w,l,v,d
3901,p,w,l,y,p
3902,p,w,l,v,g
3903,p,w,p,v,d
3904,p,w,l,y,d
3905,p,w,l,v,d
3906,p,w,l,v,p
3907,p,w,l,v,d
3908,p,w,l,y,d
3909,e,w,p,y,d
3910,p,w,l,y,g
3911,p,w,l,y,p
3912,p,w,l,y,g
3913,e,w,p,y,d
3914,e,w,p,v,d
3915,e,w,p,v,d
3916,p,w,l,v,g
3917,p,w,l,v,g
3918,p,w,l,v,d
3919,e,w,p,y,d
3920,p,w,l,v,g
3921,e,w,p,v,d
3922,e,w,p,v,d
3923,e,w,p,v,d
3924,p,w,l,y,d
3925,p,w,l,y,g
3926,p,w,l,y,g
3927,e,w,p,v,d
3928,p,w,l,y,d
3929,p,w,l,y,p
3930,p,w,l,v,g
3931,p,w,l,v,d
3932,p,w,l,y,p
3933,p,w,l,v,p
3934,p,w,p,s,d
3935,p,w,l,v,g
3936,e,w,p,v,d
3937,e,w,p,y,d
3938,p,w,p,v,d
3939,p,w,l,v,g
3940,p,w,l,v,g
3941,e,w,p,y,d
3942,e,w,p,y,d
3943,p,w,l,v,d
3944,e,w,p,v,d
3945,p,w,l,v,d
3946,p,w,l,y,g
3947,e,w,p,v,d
3948,p,w,l,v,g
3949,p,w,l,y,g
3950,p,w,l,v,g
3951,p,w,l,y,g
3952,p,w,p,s,d
3953,p,w,p,s,d
3954,p,w,l,v,p
3955,p,w,l,y,p
3956,p,w,l,v,d
3957,e,w,p,v,d
3958,p,w,p,v,u
3959,p,w,l,y,d
3960,e,w,p,v,d
3961,p,w,l,y,d
3962,p,w,l,y,p
3963,p,w,l,v,p
3964,p,w,l,y,g
3965,p,w,l,y,g
3966,p,w,l,y,p
3967,p,w,l,y,p
3968,p,w,p,v,d
3969,p,w,l,v,p
3970,p,w,l,y,p
3971,e,w,p,v,d
3972,e,w,p,v,d
3973,p,w,l,y,p
3974,p,w,p,s,d
3975,p,w,l,v,g
3976,p,w,l,v,g
3977,p,w,p,v,d
3978,e,w,p,v,d
3979,p,w,l,v,g
3980,p,w,p,v,d
3981,p,w,p,v,g
3982,p,w,l,v,p
3983,e,w,e,c,w
3984,p,w,l,y,g
3985,p,w,l,y,g
3986,p,w,l,y,g
3987,p,w,l,y,g
3988,e,w,p,y,d
3989,p,w,l,v,d
3990,p,w,l,v,d
3991,p,w,l,y,g
3992,p,w,p,s,d
3993,p,w,p,v,d
3994,p,w,l,v,g
3995,p,w,p,s,g
3996,p,w,l,v,g
3997,e,w,p,y,d
3998,p,w,l,v,d
3999,e,w,p,v,d
4000,p,w,l,y,p
4001,e,w,p,v,d
4002,e,w,p,y,d
4003,p,w,l,y,p
4004,p,w,l,y,d
4005,e,w,p,v,d
4006,p,w,l,v,p
4007,e,w,p,y,d
4008,e,w,p,y,d
4009,e,w,p,v,d
4010,p,w,l,y,p
4011,e,w,p,v,d
4012,p,w,l,v,d
4013,p,w,l,v,p
4014,p,w,l,v,d
4015,p,w,l,v,p
4016,p,w,l,v,d
4017,e,w,p,v,d
4018,e,w,p,v,d
4019,p,w,l,v,g
4020,p,w,l,y,d
4021,p,w,l,y,p
4022,p,w,e,v,p
4023,p,w,l,y,p
4024,p,w,l,v,g
4025,p,w,p,v,d
4026,p,w,l,v,g
4027,p,w,p,s,g
4028,p,w,l,v,d
4029,p,w,l,y,d
4030,p,w,p,s,d
4031,p,w,l,v,d
4032,e,w,p,v,d
4033,p,w,l,y,g
4034,p,w,l,v,d
4035,p,w,l,v,p
4036,p,w,l,v,g
4037,p,w,l,y,d
4038,e,w,p,v,d
4039,p,w,l,y,d
4040,e,w,p,y,d
4041,p,w,l,v,d
4042,p,w,l,y,p
4043,p,w,l,v,d
4044,p,w,p,v,d
4045,p,w,l,y,d
4046,e,w,p,v,d
4047,p,w,p,s,d
4048,p,w,l,v,d
4049,p,w,l,y,d
4050,p,w,p,v,d
4051,p,w,l,y,d
4052,p,w,l,v,p
4053,e,w,p,v,d
4054,p,w,l,v,p
4055,p,w,l,v,p
4056,p,w,p,s,d
4057,p,w,p,v,d
4058,e,w,p,v,d
4059,p,w,l,v,g
4060,e,w,p,y,d
4061,e,w,p,y,d
4062,p,w,l,y,d
4063,p,w,l,y,g
4064,p,w,l,v,d
4065,p,w,l,y,d
4066,p,w,l,y,p
4067,e,w,p,y,d
4068,p,w,l,v,p
4069,p,w,l,v,p
4070,p,w,l,v,p
4071,p,w,l,y,p
4072,e,w,p,v,d
4073,e,w,p,v,d
4074,p,w,l,y,g
4075,e,w,f,y,d
4076,e,w,p,y,d
4077,p,w,l,v,g
4078,p,w,l,v,g
4079,p,w,l,y,d
4080,p,w,l,y,p
4081,p,w,l,v,p
4082,p,w,l,y,d
4083,p,w,l,v,p
4084,p,w,l,v,p
4085,p,w,l,y,p
4086,e,w,p,v,d
4087,p,w,l,y,d
4088,e,w,p,v,d
4089,p,w,l,v,d
4090,p,w,l,v,d
4091,e,w,p,y,d
4092,e,w,p,y,d
4093,p,w,l,v,g
4094,e,w,p,v,d
4095,e,w,p,y,d
4096,p,w,l,v,p
4097,p,w,p,v,d
4098,p,w,l,y,d
4099,p,w,e,v,d
4100,p,w,l,v,p
4101,p,w,l,y,d
4102,e,w,p,y,d
4103,p,w,e,v,l
4104,e,w,p,v,d
4105,p,w,p,v,m
4106,e,w,p,y,d
4107,p,w,l,v,g
4108,e,w,p,y,d
4109,p,w,l,y,p
4110,p,w,l,y,g
4111,p,w,l,v,g
4112,e,w,p,v,d
4113,p,w,l,y,p
4114,p,w,l,v,g
4115,p,w,l,v,d
4116,p,w,l,y,p
4117,p,w,l,v,g
4118,p,w,l,v,g
4119,p,w,l,v,p
4120,e,w,p,v,d
4121,p,w,l,v,d
4122,p,w,l,v,g
4123,e,w,p,v,d
4124,p,w,l,v,p
4125,p,w,l,v,p
4126,e,w,p,y,d
4127,p,w,l,y,p
4128,e,w,p,y,d
4129,p,w,l,v,g
4130,p,w,l,v,d
4131,p,w,l,v,d
4132,p,w,p,s,d
4133,e,w,p,v,d
4134,p,w,l,y,g
4135,p,w,l,y,d
4136,p,w,l,v,p
4137,e,w,p,v,d
4138,p,w,l,y,d
4139,p,w,l,y,d
4140,e,w,p,v,d
4141,e,w,p,v,d
4142,p,w,p,v,u
4143,p,w,l,y,p
4144,p,w,l,v,p
4145,p,w,l,v,p
4146,p,w,l,v,d
4147,p,w,l,v,d
4148,p,w,l,v,p
4149,e,w,p,y,d
4150,p,w,l,v,g
4151,p,w,l,v,g
4152,p,w,l,y,p
4153,e,w,p,v,d
4154,e,w,p,v,d
4155,e,w,p,y,d
4156,p,w,l,v,g
4157,p,w,l,y,p
4158,e,w,p,y,d
4159,p,w,l,y,g
4160,e,w,p,v,d
4161,p,w,l,v,p
4162,p,w,l,v,d
4163,p,w,l,v,d
4164,e,w,e,v,l
4165,p,w,l,v,d
4166,p,w,l,y,g
4167,p,w,l,v,g
4168,p,w,l,y,g
4169,p,w,p,s,u
4170,p,w,l,v,d
4171,p,w,l,v,g
4172,p,w,l,y,p
4173,p,w,l,v,p
4174,p,w,l,y,d
4175,e,w,p,y,d
4176,p,w,l,y,p
4177,p,w,l,y,p
4178,e,w,p,y,d
4179,p,w,l,v,p
4180,p,w,l,y,d
4181,p,w,l,y,d
4182,e,w,p,y,d
4183,p,w,l,v,g
4184,p,w,l,y,p
4185,e,w,p,y,d
4186,e,w,p,v,d
4187,p,w,l,v,d
4188,p,w,l,v,p
4189,p,w,l,v,d
4190,p,w,l,v,p
4191,p,w,l,y,p
4192,p,w,l,y,g
4193,p,w,p,s,u
4194,e,w,p,y,d
4195,p,w,e,v,d
4196,e,w,p,v,d
4197,p,w,p,v,d
4198,p,w,p,v,d
4199,p,w,e,v,l
4200,p,w,l,y,p
4201,p,w,l,v,g
4202,p,w,p,s,u
4203,p,w,l,y,p
4204,p,w,l,y,d
4205,p,w,l,y,p
4206,p,w,l,y,d
4207,p,w,l,y,d
4208,p,w,l,y,g
4209,p,w,l,y,g
4210,p,w,l,y,g
4211,p,w,l,v,g
4212,p,w,l,v,g
4213,p,w,l,y,g
4214,p,w,l,v,g
4215,p,w,p,v,u
4216,p,w,l,y,g
4217,p,w,l,y,g
4218,p,w,l,y,d
4219,p,w,l,y,d
4220,p,w,l,v,d
4221,p,w,l,v,p
4222,p,w,l,y,p
4223,e,w,p,v,d
4224,p,w,l,v,d
4225,p,w,l,y,d
4226,p,w,l,v,p
4227,p,w,l,v,g
4228,p,w,l,v,p
4229,p,w,l,y,d
4230,p,w,l,y,p
4231,p,w,p,s,u
4232,p,w,l,v,g
4233,p,w,l,v,d
4234,p,w,l,y,p
4235,p,w,l,y,d
4236,p,w,l,v,d
4237,p,w,l,v,p
4238,p,w,l,y,g
4239,p,w,l,y,p
4240,p,w,l,v,g
4241,p,w,l,y,d
4242,p,w,l,v,d
4243,p,w,l,v,d
4244,p,w,p,s,g
4245,p,w,l,y,g
4246,p,w,p,s,g
4247,p,w,l,v,d
4248,p,w,l,v,d
4249,p,w,l,y,g
4250,p,w,l,y,g
4251,p,w,l,v,g
4252,e,w,p,y,d
4253,p,w,l,y,p
4254,p,w,l,y,p
4255,p,w,l,v,g
4256,p,w,l,v,p
4257,p,w,l,y,d
4258,p,w,l,v,p
4259,p,w,l,y,g
4260,p,w,l,y,p
4261,p,w,p,s,d
4262,p,w,l,y,d
4263,p,w,l,y,g
4264,p,w,l,y,g
4265,p,w,l,v,g
4266,p,w,l,v,g
4267,p,w,l,v,d
4268,p,w,l,y,g
4269,p,w,l,v,p
4270,p,w,l,y,d
4271,p,w,l,v,d
4272,p,w,l,y,p
4273,p,w,l,v,d
4274,p,w,l,y,p
4275,e,w,e,v,l
4276,p,w,l,y,p
4277,p,w,l,y,g
4278,p,w,l,y,g
4279,p,w,l,v,d
4280,p,w,l,y,p
4281,p,w,l,v,g
4282,e,w,e,c,w
4283,p,w,l,v,p
4284,p,w,l,y,d
4285,p,w,l,y,d
4286,p,w,l,y,p
4287,p,w,l,v,d
4288,p,w,l,y,g
4289,p,w,l,v,g
4290,e,w,e,c,w
4291,p,w,l,v,d
4292,p,w,l,v,p
4293,p,w,l,y,p
4294,p,w,l,v,g
4295,p,w,l,y,p
4296,p,w,l,y,p
4297,p,w,l,y,g
4298,p,w,l,y,g
4299,p,w,l,y,d
4300,p,w,l,v,d
4301,p,w,l,v,g
4302,p,w,l,y,d
4303,p,w,l,y,g
4304,e,w,p,y,d
4305,p,w,l,y,d
4306,p,w,l,v,d
4307,p,w,l,v,g
4308,p,w,l,v,g
4309,p,w,l,y,g
4310,p,w,l,y,p
4311,p,w,l,y,d
4312,p,w,l,v,g
4313,p,w,l,y,p
4314,p,w,l,v,g
4315,p,w,l,v,d
4316,p,w,l,v,g
4317,p,w,l,y,d
4318,p,w,l,y,g
4319,p,w,l,v,g
4320,p,w,l,y,g
4321,p,w,l,y,p
4322,p,w,l,y,g
4323,p,w,l,y,g
4324,p,w,l,v,p
4325,e,w,f,v,d
4326,p,w,l,y,g
4327,p,w,l,y,d
4328,p,w,e,v,p
4329,p,w,l,v,d
4330,p,w,e,v,d
4331,p,w,l,y,d
4332,p,w,l,v,d
4333,p,w,l,y,g
4334,p,w,l,y,g
4335,p,w,l,v,d
4336,p,w,l,v,d
4337,p,w,l,v,d
4338,p,w,l,y,g
4339,p,w,l,y,g
4340,e,w,p,y,d
4341,p,w,l,y,p
4342,p,w,l,v,g
4343,p,w,l,v,g
4344,p,w,l,v,p
4345,p,w,l,y,g
4346,p,w,l,v,g
4347,p,w,l,y,g
4348,p,w,p,s,u
4349,p,w,l,v,g
4350,p,w,l,v,p
4351,p,w,l,v,p
4352,p,w,l,y,d
4353,p,w,l,v,d
4354,p,w,l,y,g
4355,p,w,l,v,g
4356,e,w,e,c,w
4357,p,w,l,v,d
4358,p,w,l,y,d
4359,p,w,l,y,d
4360,p,w,l,y,p
4361,p,w,l,v,d
4362,p,w,l,y,g
4363,p,w,p,c,l
4364,p,w,p,v,u
4365,p,w,l,y,p
4366,p,w,l,y,d
4367,p,w,l,v,p
4368,p,w,l,v,p
4369,p,w,l,y,d
4370,p,w,l,v,d
4371,p,w,l,v,g
4372,p,w,l,y,g
4373,p,w,p,s,u
4374,e,w,p,v,d
